delay,prediction,error,priority
5.0354003e-05,1.0378035e-05,-3.9975968141850525e-05,0
0.0008054258,0.0007784985,-2.6927322697508304e-05,0
2.5177002e-05,1.5320078e-05,-9.856923908536924e-06,0
2.5177002e-05,1.0773919e-05,-1.4403083197557504e-05,0
0.0014544016000000001,0.0013917518,-6.264979188565028e-05,0
0.00054397585,0.00054494664,9.707907299041744e-07,0
0.00025634763999999997,0.00026652135,1.0173714205906424e-05,0
0.0019443773999999999,0.0018222819,-0.00012209553832223403,0
0.0007354258,0.0008201851,8.475931602655053e-05,0
0.0009884258,0.0009549291,-3.349670104743846e-05,0
0.0014538757000000001,0.0014997411,4.586540536277283e-05,0
0.00054397585,0.0005456867,1.710842930757999e-06,0
0.0009718999,0.00093041704,-4.1482861965352305e-05,0
0.0012404016000000001,0.0013040346,6.363300934758174e-05,0
0.00054397585,0.0005531874,9.211540323728323e-06,0
0.0018793256999999999,0.0018645147,-1.4811037115824077e-05,0
0.00054397585,0.00055392995,9.954095454001426e-06,0
0.00054244994,0.00054638693,3.936991091547004e-06,0
2.5177002e-05,2.9085933e-05,3.9089314199922175e-06,0
0.0015128758,0.0015289163,1.6040498411786603e-05,0
0.0006378999,0.00064887945,1.097954608926771e-05,0
0.00054397585,0.00054284284,-1.133008758491278e-06,0
0.0010068999,0.0009833248,-2.3575066785717002e-05,0
0.0019153256,0.0018846712,-3.065443904874329e-05,0
0.0010669517,0.0010223464,-4.460526581658128e-05,0
0.00054397585,0.00054906483,5.0889827395319935e-06,0
0.00054397585,0.00055263017,8.654318385803699e-06,0
0.0015518757,0.001503469,-4.840674320168506e-05,0
0.00054397585,0.000553345,9.369166669481992e-06,0
0.00054244994,0.0005435659,1.1159568053758064e-06,0
0.0023563532000000003,0.0023826063,2.6253067929076813e-05,0
0.00054244994,0.00053864456,-3.805384509536036e-06,0
0.00054244994,0.00054664473,4.1947928217327514e-06,0
0.00054397585,0.0005502456,6.26972514116168e-06,0
0.00054397585,0.0005494721,5.496261742943525e-06,0
0.0010844258,0.0010467821,-3.764367334978583e-05,0
0.00054397585,0.0005424542,-1.5216613104105e-06,0
0.00054244994,0.0005518849,9.434937495467655e-06,0
0.0025033015,0.002510922,7.6205296144485e-06,0
0.0008628999000000001,0.00089484535,3.194544692019217e-05,0
0.00054397585,0.0005502958,6.319958352530002e-06,0
0.00054397585,0.00054813386,4.158009410881996e-06,0
0.00054397585,0.0005548165,1.0840656337374448e-05,0
0.00054397585,0.0005447293,7.534433240532872e-07,0
0.00054244994,0.00055141165,8.961709212241165e-06,0
0.00054397585,0.0005528319,8.856066138529777e-06,0
0.00054244994,0.0005404645,-1.985463783415564e-06,0
0.00018463134999999997,0.00022630136,4.167000936196896e-05,0
0.00054244994,0.0005541431,1.1693161908266536e-05,0
0.00054244994,0.0005496277,7.177760820565216e-06,0
0.00054397585,0.00054764707,3.671218742662668e-06,0
0.0009569516400000001,0.0010017081,4.4756453099296e-05,0
0.00054397585,0.00054508087,1.1050175959706303e-06,0
0.00054397585,0.00054842856,4.452714798086881e-06,0
0.0010834258000000001,0.001006509,-7.691685544388305e-05,0
0.0012874016999999999,0.0014085001,0.00012109843121962558,0
0.0007904258,0.0008913713,0.00010094548088623282,0
0.00054397585,0.0005501681,6.192250744485855e-06,0
0.0010494258,0.0010210576,-2.836819984452718e-05,0
0.0008734258,0.0009121799,3.875407937852741e-05,0
0.0014724604999999998,0.0015065009,3.4040377439975913e-05,0
0.00054397585,0.00054996123,5.985380717599392e-06,0
0.00054244994,0.0005543808,1.1930881995437137e-05,0
0.0010539517,0.0010176451,-3.6306582173240226e-05,0
0.0010834258000000001,0.000997293,-8.613275798099052e-05,0
0.00054244994,0.00054766,5.21005084338545e-06,0
0.00054244994,0.0005410436,-1.4063557649874768e-06,0
0.00054244994,0.0005499683,7.5183338445699134e-06,0
0.0013028757,0.0013365945,3.371876146339176e-05,0
0.00054397585,0.00055051915,6.543301147454977e-06,0
0.00054244994,0.0005526715,1.0221555825052253e-05,0
0.0010114257,0.0009864058,-2.5019935293567244e-05,0
0.00054397585,0.0005463599,2.384072736883163e-06,0
0.00054244994,0.00056267576,2.0225822921571724e-05,0
0.00011215209999999997,0.00017914324,6.699114416778984e-05,0
0.0010529517,0.0010179569,-3.499482194138756e-05,0
0.0010664258,0.0010259474,-4.0478407081830526e-05,0
0.00054397585,0.00055458583,1.0609979377174377e-05,0
2.5177002e-05,1.6132006e-05,-9.044996160391389e-06,0
0.0022228223000000003,0.0022785058,5.568352450628254e-05,0
0.00054244994,0.0005440515,1.601583320376865e-06,0
0.00054244994,0.0005553296,1.2879666868326656e-05,0
0.0009854258000000001,0.0010134397,2.8013930741083506e-05,0
0.0010834258000000001,0.001028008,-5.541785588549387e-05,0
0.0007344258,0.00071256864,-2.1857161153721787e-05,0
0.00054397585,0.0005485576,4.5817611823320385e-06,0
0.00054244994,0.00054408266,1.63272441896557e-06,0
0.00054397585,0.0005490552,5.079378475481271e-06,0
0.00054397585,0.00055281376,8.837905348324775e-06,0
0.00054244994,0.00054806063,5.610694173452846e-06,0
0.00054244994,0.0005499881,7.538182656941406e-06,0
0.00054244994,0.0005393656,-3.084366213800915e-06,0
0.00054397585,0.000541252,-2.7238241312563423e-06,0
0.0015504016,0.0014120984,-0.00013830318759802587,0
0.0010644258,0.000996231,-6.819481496201751e-05,0
0.00054244994,0.00055172853,9.278591718254081e-06,0
0.00054244994,0.0005455479,3.097985867140285e-06,0
0.00054244994,0.0005559259,1.3475946146724216e-05,0
0.0013288757999999998,0.0012920109,-3.686491433666926e-05,0
0.0018739032999999998,0.0018720656,-1.837706511485359e-06,0
0.0009429516499999999,0.00093106815,-1.1883501070374179e-05,0
0.00054397585,0.0005493465,5.370649610692262e-06,0
0.0007894258,0.0008901805,0.00010075472676692604,0
2.5177002e-05,2.3299548e-05,-1.877453952638103e-06,0
0.00054397585,0.0005470003,3.0244734222531315e-06,0
0.0009938999,0.0010137162,1.981631713042259e-05,0
0.0018248516,0.0018332406,8.38901799794442e-06,0
0.0006984258,0.00066655903,-3.186676643850204e-05,0
0.0014024016,0.0013914375,-1.0964113254582821e-05,0
0.0017388515,0.0018452854,0.00010643391285544636,0
0.0007214258,0.000756739,3.5313198461514725e-05,0
0.00054244994,0.0005469858,4.535831507024757e-06,0
0.00054244994,0.000546413,3.963068123636238e-06,0
0.0005848998999999999,0.0005744069,-1.0493023305588886e-05,0
0.00054397585,0.00054685096,2.875112564349174e-06,0
0.00054397585,0.00055003096,6.0551134953737255e-06,0
0.00054244994,0.00055042974,7.979804180291883e-06,0
0.0010824258,0.0010072907,-7.513512655781505e-05,0
0.00054397585,0.0005521957,8.219856404745578e-06,0
0.0013018757,0.0013407851,3.890936380319585e-05,0
0.0010664258,0.0009849373,-8.148849816309216e-05,0
0.0012774016,0.0013114146,3.4013042259478524e-05,0
0.0017263257000000001,0.0017677334,4.140766715996251e-05,0
0.00054397585,0.0005457924,1.8165480429768559e-06,0
0.0005524258,0.0005674462,1.5020371771734954e-05,0
0.0015748758,0.0014748685,-0.00010000729380683893,0
0.0007634258,0.0007716704,8.244627639037339e-06,0
0.00054244994,0.00054104096,-1.4089751097285828e-06,0
0.0015544016,0.0015209763,-3.3425292198097653e-05,0
0.00054397585,0.0005517242,7.748374351346492e-06,0
0.00054397585,0.0005482783,4.3024226176083084e-06,0
0.00054244994,0.0005519968,9.546870827404253e-06,0
0.00054397585,0.00055344397,9.468119693034887e-06,0
0.0015413498000000003,0.0014989763,-4.237354330163031e-05,0
0.00054244994,0.00054839475,5.944806147096149e-06,0
0.00054397585,0.0005437604,-2.1542319185137784e-07,0
0.00054244994,0.0005489222,6.472283970293991e-06,0
0.00054397585,0.00054733857,3.3627181398212906e-06,0
0.00054244994,0.00054347207,1.022126055983297e-06,0
0.00011215209999999997,0.00011624907,4.096973471408365e-06,0
0.00054244994,0.0005495337,7.083755448189966e-06,0
0.00092870946,0.0009617225,3.301305505777239e-05,0
0.00054397585,0.0005476042,3.628377904230356e-06,0
0.0010128999000000001,0.0010313499,1.8449978758191925e-05,0
0.00054397585,0.00055139395,7.418104083323478e-06,0
0.0008474258,0.0009111756,6.374982260478734e-05,0
0.00054244994,0.00054534344,2.893502354351274e-06,0
0.00054244994,0.0005474348,4.9848454033112445e-06,0
0.00054397585,0.0005494598,5.48392171882987e-06,0
0.00025558472,0.00025108625,-4.498465861500496e-06,0
0.00054244994,0.0005459191,3.4691761207854667e-06,0
0.00034332275,0.0003096959,-3.362685284176469e-05,0
2.5177002e-05,1.3439318e-05,-1.1737684373237795e-05,0
0.0006489517,0.0006905435,4.159180024089222e-05,0
0.0012854016,0.0012507269,-3.467473067018988e-05,0
2.5177002e-05,-1.4679063e-06,-2.664490825876747e-05,0
0.00054397585,0.0005515358,7.559956152969598e-06,0
0.0007113234599999999,0.0006471434,-6.418005739747636e-05,0
0.00054397585,0.0005466784,2.7025268497407433e-06,0
0.00054397585,0.0005599019,1.5926026840740442e-05,0
0.0015424016,0.0014035999,-0.00013880173892203578,0
0.0009738999000000001,0.00095656636,-1.733353596126443e-05,0
0.0014144016,0.001480738,6.633645030435322e-05,0
0.00054244994,0.00054956134,7.111404087123863e-06,0
0.00095942576,0.00097449694,1.5071182944824727e-05,0
0.00054244994,0.000550886,8.43603582653164e-06,0
0.0011083499,0.0013070126,0.00019866272969523658,0
0.00054397585,0.0005477933,3.817436386877298e-06,0
0.00054397585,0.00054857275,4.59689517416954e-06,0
0.00054397585,0.0005495953,5.619429153436422e-06,0
0.00054397585,0.0005571232,1.3147367731714248e-05,0
0.00054397585,0.00055074703,6.771184139931202e-06,0
0.00054244994,0.00055198895,9.539012793180934e-06,0
