300k, train_mse: 7.972954e-05, test1_mse: 8.443844e-05, test2_mse: 4.796195e-05
301k, train_mse: 7.7573786e-05, test1_mse: 7.8740115e-05, test2_mse: 4.482565e-05
302k, train_mse: 8.4717125e-05, test1_mse: 8.779358e-05, test2_mse: 5.3950276e-05
303k, train_mse: 8.074395e-05, test1_mse: 8.327907e-05, test2_mse: 4.6719517e-05
304k, train_mse: 8.103007e-05, test1_mse: 8.431708e-05, test2_mse: 4.6896454e-05
305k, train_mse: 7.905449e-05, test1_mse: 8.3373765e-05, test2_mse: 4.3827702e-05
306k, train_mse: 7.3957926e-05, test1_mse: 7.54176e-05, test2_mse: 4.1685747e-05
307k, train_mse: 8.769917e-05, test1_mse: 9.148965e-05, test2_mse: 5.581535e-05
308k, train_mse: 7.9262565e-05, test1_mse: 8.334848e-05, test2_mse: 4.7411664e-05
309k, train_mse: 8.065705e-05, test1_mse: 8.4182655e-05, test2_mse: 5.0433784e-05
310k, train_mse: 7.703413e-05, test1_mse: 7.9977384e-05, test2_mse: 4.6091744e-05
311k, train_mse: 7.298812e-05, test1_mse: 7.635275e-05, test2_mse: 4.3196185e-05
312k, train_mse: 7.7516386e-05, test1_mse: 7.91108e-05, test2_mse: 4.769836e-05
313k, train_mse: 9.900941e-05, test1_mse: 0.000101393955, test2_mse: 6.993161e-05
314k, train_mse: 8.843639e-05, test1_mse: 9.0752794e-05, test2_mse: 5.2440584e-05
315k, train_mse: 8.206755e-05, test1_mse: 8.5170584e-05, test2_mse: 4.761012e-05
316k, train_mse: 7.2741524e-05, test1_mse: 7.615098e-05, test2_mse: 4.2770185e-05
317k, train_mse: 7.40082e-05, test1_mse: 7.66325e-05, test2_mse: 4.3189124e-05
318k, train_mse: 7.718484e-05, test1_mse: 8.048129e-05, test2_mse: 4.4371838e-05
319k, train_mse: 7.315442e-05, test1_mse: 7.7267265e-05, test2_mse: 4.2296597e-05
320k, train_mse: 7.1865856e-05, test1_mse: 7.514536e-05, test2_mse: 4.1903706e-05
321k, train_mse: 7.5385666e-05, test1_mse: 7.835903e-05, test2_mse: 4.6683996e-05
322k, train_mse: 8.502619e-05, test1_mse: 8.6850305e-05, test2_mse: 5.0777275e-05
323k, train_mse: 7.8216384e-05, test1_mse: 8.100398e-05, test2_mse: 4.6648536e-05
324k, train_mse: 7.034298e-05, test1_mse: 7.384888e-05, test2_mse: 4.102139e-05
325k, train_mse: 7.5495875e-05, test1_mse: 7.700118e-05, test2_mse: 4.3150467e-05
326k, train_mse: 7.958184e-05, test1_mse: 8.1991384e-05, test2_mse: 4.784396e-05
327k, train_mse: 7.224797e-05, test1_mse: 7.558549e-05, test2_mse: 4.2545314e-05
328k, train_mse: 7.511314e-05, test1_mse: 7.714626e-05, test2_mse: 4.423762e-05
329k, train_mse: 7.976671e-05, test1_mse: 8.1604056e-05, test2_mse: 4.771232e-05
330k, train_mse: 7.544902e-05, test1_mse: 7.754795e-05, test2_mse: 4.4347147e-05
331k, train_mse: 7.565264e-05, test1_mse: 7.843937e-05, test2_mse: 4.3869168e-05
332k, train_mse: 7.506541e-05, test1_mse: 7.741714e-05, test2_mse: 4.4348915e-05
333k, train_mse: 7.653155e-05, test1_mse: 7.918226e-05, test2_mse: 4.4555047e-05
334k, train_mse: 7.661201e-05, test1_mse: 7.801508e-05, test2_mse: 4.542447e-05
335k, train_mse: 7.54696e-05, test1_mse: 7.821981e-05, test2_mse: 4.411284e-05
336k, train_mse: 7.669086e-05, test1_mse: 7.998289e-05, test2_mse: 4.6251578e-05
337k, train_mse: 8.224012e-05, test1_mse: 8.539499e-05, test2_mse: 5.1916537e-05
338k, train_mse: 8.004081e-05, test1_mse: 8.280928e-05, test2_mse: 5.208206e-05
339k, train_mse: 7.486998e-05, test1_mse: 7.64081e-05, test2_mse: 4.3026834e-05
340k, train_mse: 7.29522e-05, test1_mse: 7.657275e-05, test2_mse: 4.17884e-05
341k, train_mse: 7.001131e-05, test1_mse: 7.34944e-05, test2_mse: 4.073766e-05
342k, train_mse: 7.205651e-05, test1_mse: 7.450509e-05, test2_mse: 4.297707e-05
343k, train_mse: 7.921156e-05, test1_mse: 8.100113e-05, test2_mse: 4.8255497e-05
344k, train_mse: 7.482197e-05, test1_mse: 7.5233715e-05, test2_mse: 4.2220017e-05
345k, train_mse: 7.916931e-05, test1_mse: 8.099764e-05, test2_mse: 4.9664573e-05
346k, train_mse: 7.9137724e-05, test1_mse: 8.213463e-05, test2_mse: 4.579993e-05
347k, train_mse: 7.349566e-05, test1_mse: 7.565178e-05, test2_mse: 4.1712472e-05
348k, train_mse: 7.3501564e-05, test1_mse: 7.621529e-05, test2_mse: 4.1808726e-05
349k, train_mse: 7.3958276e-05, test1_mse: 7.5961325e-05, test2_mse: 4.348211e-05
350k, train_mse: 7.253359e-05, test1_mse: 7.4675416e-05, test2_mse: 4.261411e-05
351k, train_mse: 7.723986e-05, test1_mse: 8.217117e-05, test2_mse: 4.695436e-05
352k, train_mse: 7.524644e-05, test1_mse: 7.870475e-05, test2_mse: 4.2992127e-05
353k, train_mse: 7.215261e-05, test1_mse: 7.5535965e-05, test2_mse: 4.1506693e-05
354k, train_mse: 7.580384e-05, test1_mse: 7.7706e-05, test2_mse: 4.5575827e-05
355k, train_mse: 7.3406205e-05, test1_mse: 7.634477e-05, test2_mse: 4.3142605e-05
356k, train_mse: 7.5143485e-05, test1_mse: 7.802517e-05, test2_mse: 4.31063e-05
